claim_id,claim_date,claim_year,claim_month,insurer,state,vehicle_type,vehicle_age_years,policy_age_months,incident_type,garage_type,claim_amount_inr,claims_last_12m,days_to_report,surveyor_flag,india_cpi,india_gdp_growth,fraud_flag,anomaly_score,anomaly_flag,risk_level,ai_insight,ai_analysis_requested
CLM-003952,27-11-2018,2018,11,Tata AIG,Maharashtra,Two-Wheeler,3,37,Theft,Network Garage,51134.82,0,14,0,4.86,6.45,0,0.0973,0,Low Risk,AI analysis not requested.,False
CLM-003953,27-11-2018,2018,11,National Insurance,Delhi,Two-Wheeler,1,51,Natural Disaster,Non-Network Garage,179888.34,0,10,1,4.86,6.45,0,0.0724,0,Low Risk,AI analysis not requested.,False
CLM-003954,27-11-2018,2018,11,Reliance General,Tamil Nadu,Private Car,4,57,Collision,Cash Settlement,70538.89,0,21,0,4.86,6.45,0,0.0941,0,Low Risk,AI analysis not requested.,False
CLM-003955,27-11-2018,2018,11,Bajaj Allianz,Rajasthan,Private Car,0,41,Theft,Network Garage,80809.19,0,18,1,4.86,6.45,0,0.0777,0,Low Risk,AI analysis not requested.,False
CLM-003956,28-11-2018,2018,11,ICICI Lombard,Gujarat,Two-Wheeler,8,9,Theft,Network Garage,117659.53,1,0,1,4.86,6.45,0,0.1002,0,Low Risk,AI analysis not requested.,False
CLM-003957,28-11-2018,2018,11,United India Insurance,Rajasthan,Private Car,2,10,Collision,Network Garage,27273.75,1,17,0,4.86,6.45,0,0.1107,0,Low Risk,AI analysis not requested.,False
CLM-003958,29-11-2018,2018,11,ICICI Lombard,Madhya Pradesh,Two-Wheeler,1,55,Vandalism,Cash Settlement,386713.62,0,7,1,4.86,6.45,1,0.0891,0,Low Risk,AI analysis not requested.,False
CLM-003959,29-11-2018,2018,11,New India Assurance,West Bengal,Private Car,0,4,Vandalism,Non-Network Garage,84202.94,1,1,1,4.86,6.45,0,0.0586,0,Low Risk,AI analysis not requested.,False
CLM-003960,29-11-2018,2018,11,Tata AIG,Madhya Pradesh,Private Car,7,38,Theft,Non-Network Garage,304085.15,0,15,1,4.86,6.45,0,0.1023,0,Low Risk,AI analysis not requested.,False
CLM-003961,29-11-2018,2018,11,Bajaj Allianz,Assam,Two-Wheeler,0,11,Collision,Non-Network Garage,265781.71,0,6,1,4.86,6.45,0,0.1051,0,Low Risk,AI analysis not requested.,False
CLM-003962,29-11-2018,2018,11,HDFC ERGO,Gujarat,Commercial Vehicle,12,32,Collision,Network Garage,138451.38,0,3,1,4.86,6.45,0,0.0902,0,Low Risk,AI analysis not requested.,False
CLM-003963,30-11-2018,2018,11,Bajaj Allianz,Rajasthan,Private Car,8,29,Natural Disaster,Network Garage,134894.28,0,6,1,4.86,6.45,0,0.0927,0,Low Risk,AI analysis not requested.,False
CLM-003964,30-11-2018,2018,11,HDFC ERGO,Rajasthan,Private Car,4,43,Collision,Network Garage,53458.76,1,5,0,4.86,6.45,0,0.1064,0,Low Risk,AI analysis not requested.,False
CLM-003965,01-12-2018,2018,12,Oriental Insurance,Haryana,Private Car,0,23,Collision,Non-Network Garage,188817.58,0,10,1,4.86,6.45,0,0.0883,0,Low Risk,AI analysis not requested.,False
CLM-003966,01-12-2018,2018,12,United India Insurance,Madhya Pradesh,Two-Wheeler,3,50,Fire,Non-Network Garage,290759.44,0,30,1,4.86,6.45,0,0.0624,0,Low Risk,AI analysis not requested.,False
CLM-003967,01-12-2018,2018,12,Tata AIG,Kerala,Two-Wheeler,9,25,Natural Disaster,Network Garage,37333.23,1,1,0,4.86,6.45,0,0.101,0,Low Risk,AI analysis not requested.,False
CLM-003968,01-12-2018,2018,12,Bajaj Allianz,Gujarat,Private Car,0,6,Collision,Non-Network Garage,154380.17,0,18,1,4.86,6.45,0,0.0781,0,Low Risk,AI analysis not requested.,False
CLM-003969,01-12-2018,2018,12,Reliance General,Kerala,Private Car,1,48,Theft,Network Garage,326512.09,2,2,1,4.86,6.45,1,0.1104,0,Low Risk,AI analysis not requested.,False
CLM-003970,02-12-2018,2018,12,SBI General,Tamil Nadu,Private Car,0,18,Theft,Cash Settlement,173639.55,0,5,1,4.86,6.45,0,0.0542,0,Low Risk,AI analysis not requested.,False
CLM-003971,02-12-2018,2018,12,New India Assurance,Tamil Nadu,Commercial Vehicle,2,35,Collision,Cash Settlement,149755.44,1,6,1,4.86,6.45,0,0.064,0,Low Risk,AI analysis not requested.,False
CLM-003972,02-12-2018,2018,12,ICICI Lombard,Rajasthan,Private Car,4,31,Collision,Non-Network Garage,22096.18,0,15,0,4.86,6.45,0,0.0567,0,Low Risk,AI analysis not requested.,False
CLM-003973,02-12-2018,2018,12,National Insurance,Odisha,Private Car,16,37,Natural Disaster,Network Garage,96565.13,0,11,1,4.86,6.45,0,0.0682,0,Low Risk,AI analysis not requested.,False
CLM-003974,03-12-2018,2018,12,Tata AIG,Karnataka,Commercial Vehicle,2,57,Collision,Network Garage,126042.98,0,2,1,4.86,6.45,0,0.0795,0,Low Risk,AI analysis not requested.,False
CLM-003975,03-12-2018,2018,12,New India Assurance,Maharashtra,Two-Wheeler,0,38,Collision,Network Garage,59890.44,0,0,0,4.86,6.45,0,0.0923,0,Low Risk,AI analysis not requested.,False
CLM-003976,03-12-2018,2018,12,Reliance General,Telangana,Commercial Vehicle,9,23,Theft,Network Garage,62689.92,2,5,0,4.86,6.45,0,0.0939,0,Low Risk,AI analysis not requested.,False
CLM-003977,04-12-2018,2018,12,Bajaj Allianz,Delhi,Two-Wheeler,0,26,Vandalism,Network Garage,77682.4,1,2,1,4.86,6.45,0,0.0912,0,Low Risk,AI analysis not requested.,False
CLM-003978,04-12-2018,2018,12,Reliance General,Punjab,Two-Wheeler,16,6,Theft,Non-Network Garage,46101.74,0,6,0,4.86,6.45,0,0.0984,0,Low Risk,AI analysis not requested.,False
CLM-003979,04-12-2018,2018,12,HDFC ERGO,Andhra Pradesh,Private Car,15,40,Collision,Non-Network Garage,37309.7,0,9,0,4.86,6.45,0,0.0981,0,Low Risk,AI analysis not requested.,False
CLM-003980,04-12-2018,2018,12,National Insurance,Delhi,Commercial Vehicle,2,33,Collision,Non-Network Garage,78961.65,1,1,1,4.86,6.45,0,0.0761,0,Low Risk,AI analysis not requested.,False
CLM-003981,05-12-2018,2018,12,Tata AIG,Haryana,Two-Wheeler,0,34,Theft,Network Garage,77050.64,0,6,1,4.86,6.45,0,0.0911,0,Low Risk,AI analysis not requested.,False
CLM-003982,05-12-2018,2018,12,Tata AIG,Karnataka,Private Car,11,39,Theft,Non-Network Garage,193377.26,0,19,1,4.86,6.45,1,0.0789,0,Low Risk,AI analysis not requested.,False
CLM-003983,06-12-2018,2018,12,New India Assurance,Karnataka,Private Car,4,22,Fire,Network Garage,42812.89,0,12,0,4.86,6.45,0,0.0744,0,Low Risk,AI analysis not requested.,False
CLM-003984,07-12-2018,2018,12,National Insurance,West Bengal,Two-Wheeler,5,8,Collision,Non-Network Garage,91041.02,0,5,1,4.86,6.45,0,0.0803,0,Low Risk,AI analysis not requested.,False
CLM-003985,07-12-2018,2018,12,ICICI Lombard,Maharashtra,Commercial Vehicle,0,34,Theft,Network Garage,43425.24,1,3,0,4.86,6.45,0,0.0891,0,Low Risk,AI analysis not requested.,False
CLM-003986,08-12-2018,2018,12,Oriental Insurance,Bihar,Private Car,9,58,Fire,Network Garage,60958.41,1,2,0,4.86,6.45,0,0.0736,0,Low Risk,AI analysis not requested.,False
CLM-003987,08-12-2018,2018,12,ICICI Lombard,Tamil Nadu,Private Car,3,47,Collision,Network Garage,130817.72,0,9,1,4.86,6.45,0,0.0528,0,Low Risk,AI analysis not requested.,False
CLM-003988,08-12-2018,2018,12,New India Assurance,Rajasthan,Private Car,12,19,Collision,Cash Settlement,67254.07,0,10,0,4.86,6.45,0,0.0745,0,Low Risk,AI analysis not requested.,False
CLM-003989,08-12-2018,2018,12,New India Assurance,Tamil Nadu,Two-Wheeler,3,55,Vandalism,Network Garage,77881.88,0,7,1,4.86,6.45,0,0.0801,0,Low Risk,AI analysis not requested.,False
CLM-003990,09-12-2018,2018,12,National Insurance,Jharkhand,Private Car,0,57,Collision,Non-Network Garage,38314.84,1,6,0,4.86,6.45,0,0.0953,0,Low Risk,AI analysis not requested.,False
CLM-003991,09-12-2018,2018,12,HDFC ERGO,Rajasthan,Private Car,14,24,Collision,Cash Settlement,238217.42,0,2,1,4.86,6.45,0,0.0982,0,Low Risk,AI analysis not requested.,False
CLM-003992,10-12-2018,2018,12,Reliance General,Maharashtra,Private Car,6,44,Fire,Network Garage,52013.76,0,10,0,4.86,6.45,0,0.0673,0,Low Risk,AI analysis not requested.,False
CLM-003993,10-12-2018,2018,12,Oriental Insurance,Tamil Nadu,Two-Wheeler,0,59,Theft,Network Garage,205671.23,0,6,1,4.86,6.45,0,0.0782,0,Low Risk,AI analysis not requested.,False
CLM-003994,11-12-2018,2018,12,Reliance General,Rajasthan,Private Car,9,44,Theft,Network Garage,29638.39,1,1,0,4.86,6.45,0,0.0822,0,Low Risk,AI analysis not requested.,False
CLM-003995,11-12-2018,2018,12,Bajaj Allianz,Telangana,Private Car,4,25,Theft,Network Garage,140850.53,0,23,1,4.86,6.45,1,0.0983,0,Low Risk,AI analysis not requested.,False
CLM-003996,11-12-2018,2018,12,ICICI Lombard,Uttar Pradesh,Two-Wheeler,11,20,Vandalism,Cash Settlement,160385.47,0,5,1,4.86,6.45,0,0.0956,0,Low Risk,AI analysis not requested.,False
CLM-003997,11-12-2018,2018,12,HDFC ERGO,Rajasthan,Private Car,2,1,Collision,Network Garage,65077.79,0,3,0,4.86,6.45,0,0.0623,0,Low Risk,AI analysis not requested.,False
CLM-003998,12-12-2018,2018,12,United India Insurance,Maharashtra,Private Car,7,16,Collision,Non-Network Garage,149536.81,1,5,1,4.86,6.45,0,0.0624,0,Low Risk,AI analysis not requested.,False
CLM-003999,12-12-2018,2018,12,United India Insurance,Tamil Nadu,Two-Wheeler,4,34,Fire,Network Garage,176248.72,1,0,1,4.86,6.45,0,0.0702,0,Low Risk,AI analysis not requested.,False
CLM-004000,13-12-2018,2018,12,Reliance General,Telangana,Two-Wheeler,3,55,Collision,Network Garage,33511.89,1,11,0,4.86,6.45,0,0.1148,0,Low Risk,AI analysis not requested.,False
CLM-004001,13-12-2018,2018,12,SBI General,West Bengal,Private Car,4,29,Collision,Network Garage,70737.39,1,1,0,4.86,6.45,0,0.1049,0,Low Risk,AI analysis not requested.,False
CLM-004002,13-12-2018,2018,12,SBI General,Rajasthan,Two-Wheeler,15,49,Natural Disaster,Network Garage,114708.45,0,20,1,4.86,6.45,0,0.1043,0,Low Risk,AI analysis not requested.,False
CLM-004003,14-12-2018,2018,12,Bajaj Allianz,Maharashtra,Private Car,9,57,Collision,Network Garage,8376.12,0,10,0,4.86,6.45,0,0.0769,0,Low Risk,AI analysis not requested.,False
CLM-004004,14-12-2018,2018,12,HDFC ERGO,Kerala,Private Car,4,24,Fire,Network Garage,40607.13,0,5,0,4.86,6.45,0,0.0858,0,Low Risk,AI analysis not requested.,False
CLM-004005,14-12-2018,2018,12,National Insurance,West Bengal,Two-Wheeler,3,52,Collision,Network Garage,119038.99,1,8,1,4.86,6.45,0,0.0522,0,Low Risk,AI analysis not requested.,False
CLM-004006,14-12-2018,2018,12,Bajaj Allianz,Karnataka,Private Car,2,51,Collision,Network Garage,66853.88,0,1,0,4.86,6.45,0,0.0883,0,Low Risk,AI analysis not requested.,False
CLM-004007,15-12-2018,2018,12,National Insurance,Tamil Nadu,Private Car,1,51,Collision,Cash Settlement,116829.69,0,0,1,4.86,6.45,0,0.1012,0,Low Risk,AI analysis not requested.,False
CLM-004008,15-12-2018,2018,12,National Insurance,Rajasthan,Two-Wheeler,4,22,Theft,Network Garage,54127.99,0,5,0,4.86,6.45,0,0.0945,0,Low Risk,AI analysis not requested.,False
CLM-004009,15-12-2018,2018,12,Bajaj Allianz,Tamil Nadu,Private Car,13,55,Theft,Network Garage,325083.67,1,0,1,4.86,6.45,0,0.1093,0,Low Risk,AI analysis not requested.,False
CLM-004010,15-12-2018,2018,12,Reliance General,West Bengal,Two-Wheeler,2,3,Fire,Cash Settlement,282810.45,2,0,1,4.86,6.45,1,0.0847,0,Low Risk,AI analysis not requested.,False
CLM-004011,16-12-2018,2018,12,National Insurance,Maharashtra,Two-Wheeler,0,59,Theft,Cash Settlement,90120.68,0,1,1,4.86,6.45,0,0.0694,0,Low Risk,AI analysis not requested.,False
CLM-004012,17-12-2018,2018,12,Bajaj Allianz,Bihar,Private Car,20,13,Natural Disaster,Non-Network Garage,122376.64,0,3,1,4.86,6.45,0,0.0947,0,Low Risk,AI analysis not requested.,False
CLM-004013,17-12-2018,2018,12,HDFC ERGO,Tamil Nadu,Commercial Vehicle,4,34,Natural Disaster,Network Garage,122222.91,0,4,1,4.86,6.45,0,0.0562,0,Low Risk,AI analysis not requested.,False
CLM-004014,17-12-2018,2018,12,New India Assurance,Maharashtra,Two-Wheeler,3,46,Collision,Non-Network Garage,591974.19,0,3,1,4.86,6.45,1,0.0751,0,Low Risk,AI analysis not requested.,False
CLM-004015,17-12-2018,2018,12,SBI General,Rajasthan,Private Car,8,28,Fire,Cash Settlement,271130.91,0,0,1,4.86,6.45,1,0.0832,0,Low Risk,AI analysis not requested.,False
CLM-004016,17-12-2018,2018,12,Bajaj Allianz,Maharashtra,Two-Wheeler,0,43,Collision,Network Garage,40284.55,0,0,0,4.86,6.45,0,0.0675,0,Low Risk,AI analysis not requested.,False
CLM-004017,18-12-2018,2018,12,Bajaj Allianz,Bihar,Two-Wheeler,5,50,Theft,Non-Network Garage,90038.04,0,2,1,4.86,6.45,0,0.094,0,Low Risk,AI analysis not requested.,False
CLM-004018,18-12-2018,2018,12,Reliance General,Maharashtra,Two-Wheeler,0,13,Vandalism,Network Garage,75328.73,0,4,1,4.86,6.45,0,0.0988,0,Low Risk,AI analysis not requested.,False
CLM-004019,18-12-2018,2018,12,United India Insurance,Madhya Pradesh,Private Car,0,59,Theft,Network Garage,77805.04,0,3,1,4.86,6.45,0,0.1065,0,Low Risk,AI analysis not requested.,False
CLM-004020,18-12-2018,2018,12,National Insurance,Uttar Pradesh,Two-Wheeler,10,3,Natural Disaster,Network Garage,121103.28,0,0,1,4.86,6.45,0,0.0667,0,Low Risk,AI analysis not requested.,False
CLM-004021,18-12-2018,2018,12,Tata AIG,Gujarat,Two-Wheeler,0,13,Collision,Cash Settlement,27165.6,0,12,0,4.86,6.45,0,0.0897,0,Low Risk,AI analysis not requested.,False
CLM-004022,19-12-2018,2018,12,National Insurance,Karnataka,Private Car,0,35,Collision,Non-Network Garage,40980.05,0,12,0,4.86,6.45,0,0.0945,0,Low Risk,AI analysis not requested.,False
CLM-004023,19-12-2018,2018,12,National Insurance,Uttar Pradesh,Private Car,1,45,Collision,Network Garage,33797.58,1,3,0,4.86,6.45,0,0.0966,0,Low Risk,AI analysis not requested.,False
CLM-004024,20-12-2018,2018,12,New India Assurance,Assam,Two-Wheeler,1,46,Natural Disaster,Network Garage,252666.94,1,3,1,4.86,6.45,0,0.0618,0,Low Risk,AI analysis not requested.,False
CLM-004025,20-12-2018,2018,12,Tata AIG,Maharashtra,Commercial Vehicle,1,52,Collision,Network Garage,34616.44,0,7,0,4.86,6.45,0,0.1134,0,Low Risk,AI analysis not requested.,False
CLM-004026,20-12-2018,2018,12,New India Assurance,Kerala,Two-Wheeler,0,13,Vandalism,Network Garage,82059.39,1,10,1,4.86,6.45,0,0.0593,0,Low Risk,AI analysis not requested.,False
CLM-004027,20-12-2018,2018,12,Bajaj Allianz,Maharashtra,Two-Wheeler,0,16,Collision,Network Garage,182012.35,0,2,1,4.86,6.45,0,0.1054,0,Low Risk,AI analysis not requested.,False
CLM-004028,20-12-2018,2018,12,Oriental Insurance,Karnataka,Private Car,2,50,Collision,Network Garage,141943.59,0,1,1,4.86,6.45,0,0.0559,0,Low Risk,AI analysis not requested.,False
CLM-004029,21-12-2018,2018,12,Reliance General,Maharashtra,Private Car,2,24,Natural Disaster,Network Garage,141639.14,0,0,1,4.86,6.45,0,0.086,0,Low Risk,AI analysis not requested.,False
CLM-004030,22-12-2018,2018,12,Reliance General,Karnataka,Private Car,4,28,Fire,Non-Network Garage,220157.08,0,12,1,4.86,6.45,0,0.0729,0,Low Risk,AI analysis not requested.,False
CLM-004031,22-12-2018,2018,12,Tata AIG,Delhi,Private Car,9,20,Theft,Cash Settlement,60014.73,0,6,0,4.86,6.45,0,0.0931,0,Low Risk,AI analysis not requested.,False
CLM-004032,23-12-2018,2018,12,National Insurance,Gujarat,Private Car,2,51,Fire,Cash Settlement,33342.13,1,0,0,4.86,6.45,0,0.0665,0,Low Risk,AI analysis not requested.,False
CLM-004033,23-12-2018,2018,12,Bajaj Allianz,Maharashtra,Two-Wheeler,5,5,Collision,Network Garage,128303.7,0,13,1,4.86,6.45,0,0.074,0,Low Risk,AI analysis not requested.,False
CLM-004034,23-12-2018,2018,12,National Insurance,Uttar Pradesh,Commercial Vehicle,7,37,Theft,Cash Settlement,81009.08,0,3,1,4.86,6.45,0,0.0997,0,Low Risk,AI analysis not requested.,False
CLM-004035,26-12-2018,2018,12,Bajaj Allianz,Karnataka,Private Car,4,45,Collision,Cash Settlement,36304,0,3,0,4.86,6.45,0,0.0673,0,Low Risk,AI analysis not requested.,False
CLM-004036,26-12-2018,2018,12,New India Assurance,Maharashtra,Private Car,7,42,Collision,Non-Network Garage,66847.4,0,0,0,4.86,6.45,0,0.0719,0,Low Risk,AI analysis not requested.,False
CLM-004037,26-12-2018,2018,12,ICICI Lombard,Haryana,Two-Wheeler,0,14,Collision,Network Garage,51985.24,0,3,0,4.86,6.45,0,0.0533,0,Low Risk,AI analysis not requested.,False
CLM-004038,26-12-2018,2018,12,Oriental Insurance,Haryana,Private Car,6,55,Natural Disaster,Non-Network Garage,27951.44,0,8,0,4.86,6.45,0,0.0891,0,Low Risk,AI analysis not requested.,False
CLM-004039,26-12-2018,2018,12,New India Assurance,Tamil Nadu,Private Car,0,14,Fire,Non-Network Garage,15733.43,0,2,0,4.86,6.45,0,0.0832,0,Low Risk,AI analysis not requested.,False
CLM-004040,26-12-2018,2018,12,New India Assurance,Kerala,Two-Wheeler,2,45,Collision,Network Garage,44852.2,0,1,0,4.86,6.45,0,0.105,0,Low Risk,AI analysis not requested.,False
CLM-004041,27-12-2018,2018,12,HDFC ERGO,West Bengal,Two-Wheeler,2,58,Vandalism,Non-Network Garage,94222.49,0,12,1,4.86,6.45,0,0.1021,0,Low Risk,AI analysis not requested.,False
CLM-004042,27-12-2018,2018,12,Oriental Insurance,Uttar Pradesh,Commercial Vehicle,10,24,Collision,Network Garage,41027.01,1,14,0,4.86,6.45,0,0.0945,0,Low Risk,AI analysis not requested.,False
CLM-004043,28-12-2018,2018,12,Oriental Insurance,West Bengal,Private Car,2,13,Theft,Cash Settlement,409989.7,1,8,1,4.86,6.45,1,0.056,0,Low Risk,AI analysis not requested.,False
CLM-004044,28-12-2018,2018,12,ICICI Lombard,Telangana,Private Car,8,47,Fire,Network Garage,172874.67,1,9,1,4.86,6.45,0,0.1057,0,Low Risk,AI analysis not requested.,False
CLM-004045,28-12-2018,2018,12,SBI General,Maharashtra,Commercial Vehicle,0,11,Vandalism,Non-Network Garage,114119.55,3,0,1,4.86,6.45,0,0.0589,0,Low Risk,AI analysis not requested.,False
CLM-004046,29-12-2018,2018,12,Reliance General,Rajasthan,Private Car,1,27,Collision,Network Garage,31305.98,1,12,0,4.86,6.45,0,0.0885,0,Low Risk,AI analysis not requested.,False
CLM-004047,31-12-2018,2018,12,Tata AIG,Gujarat,Private Car,1,55,Collision,Cash Settlement,196641.75,1,7,1,4.86,6.45,1,0.0519,0,Low Risk,AI analysis not requested.,False
CLM-004048,31-12-2018,2018,12,Tata AIG,Haryana,Private Car,3,39,Collision,Network Garage,60115.99,0,6,0,4.86,6.45,0,0.0552,0,Low Risk,AI analysis not requested.,False
CLM-004049,31-12-2018,2018,12,Oriental Insurance,Rajasthan,Private Car,0,3,Theft,Non-Network Garage,382366.21,0,4,1,4.86,6.45,1,0.1094,0,Low Risk,AI analysis not requested.,False
CLM-004050,31-12-2018,2018,12,HDFC ERGO,Tamil Nadu,Commercial Vehicle,0,4,Collision,Network Garage,98451.54,0,2,1,4.86,6.45,0,0.0781,0,Low Risk,AI analysis not requested.,False
CLM-004051,31-12-2018,2018,12,Reliance General,West Bengal,Private Car,1,4,Theft,Cash Settlement,62009.15,0,4,0,4.86,6.45,0,0.1074,0,Low Risk,AI analysis not requested.,False
CLM-004052,31-12-2018,2018,12,Reliance General,Telangana,Two-Wheeler,2,58,Collision,Non-Network Garage,83934.95,2,0,1,4.86,6.45,0,0.0951,0,Low Risk,AI analysis not requested.,False
CLM-004053,01-01-2019,2019,1,Tata AIG,Madhya Pradesh,Commercial Vehicle,4,17,Collision,Non-Network Garage,142631.72,1,3,1,3.72,3.87,0,0.0737,0,Low Risk,AI analysis not requested.,False
CLM-004054,01-01-2019,2019,1,National Insurance,Rajasthan,Private Car,5,12,Collision,Network Garage,26061.66,0,0,0,3.72,3.87,0,0.0779,0,Low Risk,AI analysis not requested.,False
CLM-004055,01-01-2019,2019,1,United India Insurance,Maharashtra,Commercial Vehicle,3,43,Collision,Network Garage,37677.11,0,9,0,3.72,3.87,0,0.0909,0,Low Risk,AI analysis not requested.,False
CLM-004056,02-01-2019,2019,1,National Insurance,Uttar Pradesh,Private Car,0,11,Collision,Network Garage,78424.12,0,3,1,3.72,3.87,0,0.0978,0,Low Risk,AI analysis not requested.,False
CLM-004057,02-01-2019,2019,1,Tata AIG,Uttar Pradesh,Private Car,5,46,Natural Disaster,Cash Settlement,82031.81,1,1,1,3.72,3.87,0,0.0968,0,Low Risk,AI analysis not requested.,False
CLM-004058,03-01-2019,2019,1,ICICI Lombard,Uttar Pradesh,Two-Wheeler,0,51,Collision,Cash Settlement,42841.01,0,4,0,3.72,3.87,0,0.0941,0,Low Risk,AI analysis not requested.,False
CLM-004059,03-01-2019,2019,1,Oriental Insurance,Andhra Pradesh,Private Car,0,25,Theft,Non-Network Garage,63353.7,1,26,0,3.72,3.87,0,0.0917,0,Low Risk,AI analysis not requested.,False
CLM-004060,03-01-2019,2019,1,United India Insurance,Delhi,Two-Wheeler,5,31,Collision,Cash Settlement,43820.98,0,5,0,3.72,3.87,0,0.0886,0,Low Risk,AI analysis not requested.,False
CLM-004061,04-01-2019,2019,1,Bajaj Allianz,Gujarat,Private Car,10,51,Collision,Non-Network Garage,152281.92,0,1,1,3.72,3.87,0,0.0756,0,Low Risk,AI analysis not requested.,False
CLM-004062,04-01-2019,2019,1,ICICI Lombard,Karnataka,Commercial Vehicle,0,12,Theft,Non-Network Garage,59678.5,0,0,0,3.72,3.87,0,0.0731,0,Low Risk,AI analysis not requested.,False
CLM-004063,04-01-2019,2019,1,ICICI Lombard,Jharkhand,Private Car,4,48,Collision,Non-Network Garage,91041.88,0,0,1,3.72,3.87,0,0.1084,0,Low Risk,AI analysis not requested.,False
CLM-004064,04-01-2019,2019,1,United India Insurance,Maharashtra,Private Car,0,43,Collision,Network Garage,120002.41,0,15,1,3.72,3.87,0,0.057,0,Low Risk,AI analysis not requested.,False
CLM-004065,05-01-2019,2019,1,HDFC ERGO,Gujarat,Two-Wheeler,5,38,Fire,Network Garage,99247.87,0,4,1,3.72,3.87,0,0.0975,0,Low Risk,AI analysis not requested.,False
CLM-004066,05-01-2019,2019,1,HDFC ERGO,Gujarat,Two-Wheeler,2,29,Vandalism,Cash Settlement,18856.56,1,5,0,3.72,3.87,0,0.0587,0,Low Risk,AI analysis not requested.,False
CLM-004067,05-01-2019,2019,1,National Insurance,Andhra Pradesh,Private Car,1,43,Collision,Non-Network Garage,150886.72,1,1,1,3.72,3.87,0,0.1017,0,Low Risk,AI analysis not requested.,False
CLM-004068,05-01-2019,2019,1,New India Assurance,Telangana,Two-Wheeler,3,24,Collision,Network Garage,101421.75,0,10,1,3.72,3.87,0,0.0772,0,Low Risk,AI analysis not requested.,False
CLM-004069,05-01-2019,2019,1,United India Insurance,Maharashtra,Private Car,2,57,Collision,Network Garage,255287.67,0,2,1,3.72,3.87,0,0.0908,0,Low Risk,AI analysis not requested.,False
CLM-004070,05-01-2019,2019,1,Reliance General,Karnataka,Private Car,9,59,Fire,Non-Network Garage,45483.4,0,0,0,3.72,3.87,0,0.094,0,Low Risk,AI analysis not requested.,False
CLM-004071,05-01-2019,2019,1,ICICI Lombard,Andhra Pradesh,Private Car,4,28,Collision,Non-Network Garage,62108.9,1,13,0,3.72,3.87,0,0.0621,0,Low Risk,AI analysis not requested.,False
CLM-004072,06-01-2019,2019,1,Reliance General,Delhi,Two-Wheeler,11,51,Vandalism,Non-Network Garage,25945.76,0,1,0,3.72,3.87,0,0.072,0,Low Risk,AI analysis not requested.,False
CLM-004073,06-01-2019,2019,1,Oriental Insurance,Tamil Nadu,Two-Wheeler,10,8,Collision,Network Garage,144979.97,0,0,1,3.72,3.87,0,0.0726,0,Low Risk,AI analysis not requested.,False
CLM-004074,06-01-2019,2019,1,Tata AIG,Madhya Pradesh,Commercial Vehicle,1,32,Natural Disaster,Non-Network Garage,33165.33,1,7,0,3.72,3.87,0,0.0816,0,Low Risk,AI analysis not requested.,False
CLM-004075,06-01-2019,2019,1,United India Insurance,Delhi,Private Car,4,42,Natural Disaster,Non-Network Garage,148296.37,0,9,1,3.72,3.87,0,0.1029,0,Low Risk,AI analysis not requested.,False
CLM-004076,06-01-2019,2019,1,SBI General,Maharashtra,Two-Wheeler,7,43,Fire,Network Garage,28352.68,1,0,0,3.72,3.87,0,0.1065,0,Low Risk,AI analysis not requested.,False
CLM-004077,06-01-2019,2019,1,National Insurance,Punjab,Commercial Vehicle,3,46,Theft,Network Garage,132978.45,0,8,1,3.72,3.87,0,0.0899,0,Low Risk,AI analysis not requested.,False
CLM-004078,06-01-2019,2019,1,SBI General,Rajasthan,Commercial Vehicle,5,36,Theft,Network Garage,71092.5,1,0,0,3.72,3.87,0,0.071,0,Low Risk,AI analysis not requested.,False
CLM-004079,07-01-2019,2019,1,Tata AIG,Maharashtra,Two-Wheeler,1,12,Collision,Cash Settlement,131134.53,0,1,1,3.72,3.87,0,0.095,0,Low Risk,AI analysis not requested.,False
CLM-004080,07-01-2019,2019,1,Bajaj Allianz,Uttar Pradesh,Two-Wheeler,1,52,Collision,Cash Settlement,78285.21,1,8,1,3.72,3.87,0,0.0793,0,Low Risk,AI analysis not requested.,False
CLM-004081,07-01-2019,2019,1,Oriental Insurance,Telangana,Two-Wheeler,1,14,Vandalism,Non-Network Garage,13734.02,0,4,0,3.72,3.87,0,0.0915,0,Low Risk,AI analysis not requested.,False
CLM-004082,07-01-2019,2019,1,Oriental Insurance,Maharashtra,Private Car,6,12,Theft,Non-Network Garage,61753.61,0,0,0,3.72,3.87,0,0.0873,0,Low Risk,AI analysis not requested.,False
CLM-004083,07-01-2019,2019,1,Tata AIG,Jharkhand,Two-Wheeler,1,27,Collision,Non-Network Garage,81001.65,0,0,1,3.72,3.87,0,0.0831,0,Low Risk,AI analysis not requested.,False
CLM-004084,08-01-2019,2019,1,ICICI Lombard,Haryana,Private Car,1,42,Natural Disaster,Network Garage,143732.54,0,0,1,3.72,3.87,0,0.0883,0,Low Risk,AI analysis not requested.,False
CLM-004085,08-01-2019,2019,1,Bajaj Allianz,Maharashtra,Private Car,2,25,Collision,Network Garage,150255.99,1,0,1,3.72,3.87,0,0.0889,0,Low Risk,AI analysis not requested.,False
CLM-004086,09-01-2019,2019,1,Reliance General,Telangana,Private Car,1,42,Theft,Cash Settlement,62352.01,1,2,0,3.72,3.87,0,0.0585,0,Low Risk,AI analysis not requested.,False
